Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
255933,B000H19CA6,A4GCUE3XP3WWO,hezastar,0,0,5,1331596800,Hmm candy chewy,Love these chewy candies. Vendor price was reasonable and they shipped very quick. I will order more soo nas i already ate them.
518228,B001E5E3LW,A3UCNJ3J0RZ353,Jill Coleman,0,2,4,1275955200,don't need much of this,"The price was great, and the quality was good as well, but I quess I just don't like stevia, or it does not like me.  I brought it to work and a lot of my co-workers loved it so there you go.  Different strokes for different folks!"
229672,B004V0D3DQ,AB7757THEUJ95,J. Wain,3,3,5,1326326400,Totally Worth It!,"I have a husband and three little boys - all of whom would eat brown gravy with every meal.  However, my family only prescribes to McCormick's brown gravy, so I was spending *lots* of money on individual packs... until I found this 21 oz. container.  This is definitely a staple in my household and I hope they never stop selling this product... unless, of course, they start producing an even bigger one."
562050,B001DDBL10,A21G3ZIFIQB78H,sk,2,2,5,1342569600,Delicious,"I bought this to avoid the poor olive oil choices at my local supermarket. It is tasty and economical.  If you have the space, this is a good option!"
67574,B000R9Q3YQ,A2UG3VS7Z2S8IH,"VRegina ""VRegina""",3,3,5,1242864000,Absolutely delicious!!,"This pasta is wonderful. The texture is hearty and the flavor has a delicate, nutty cast to it. I paired it with a homemade roasted red pepper alfredo sauce to which I had added slices of sauteed chicken sausage and baby bella mushrooms. I was very pleased with the pasta, the slightly rough texture of it really held the sauce nicely. A must have for the healthy eaters pantry!!"
196809,B008JKTTUA,A1TY6PNUPWE236,nanbanan,0,0,4,1289347200,snack bar with protein!!,the KIND PLUS almond/walnut/macadamia + protein bar is the best snack bar i have ever tried...all those nuts mixed together....WOW!!!  kinda hard to get in the package though...guess that's what keeps the bar fresh...
544787,B000HHM5T0,A3QJD1XDFTI2WR,M. Jones,11,11,1,1211846400,Waste of time and money.,"Raccoons have been raiding our bird feeders and I purchased this product for a humane way to drive them away.  I sprayed the product liberally around the perimeter of the deck where the feeders hang on metal poles mounted to the deck railing.  This did not deter the raccoon in the slightest.<br /><br />The bottle cautions against spraying directly on wood as it might discolor it, but I went ahead and not just sprayed but DRENCHED the areas of the deck and railing where I knew the raccoons were entering and exiting.  I sprayed the product particularly heavily at the base of the pole holding the feeders since that is where the coon has to stand to reach up into the feeder.  The raccoon sat right in the middle of the area I'd sprayed and didn't appear to be bothered by it at all.<br /><br />Perhaps this product might stop raccoons from eating something it had been sprayed on.  Maybe.  Can't say since that is not the purpose I was using it for.  The product did not live up to it's claim of repelling the raccoons from the treated area and I will be returning the remainder of this bottle for a refund.<br /><br />I'm giving it 1 star only because zero was not an option."
20177,B0019QG5CG,A2X18UU2E76ML,Repeat Amazon Customer,0,1,3,1323907200,So disappointing,The plant I received was nothing like the photo.  There is only one limb instead of the 3-4 shown.<br />Thus it is not worth as much as the one in the photo.  Not such a good buy.  It WAS in good shape and<br />seems to like my home.  Will see if it lasts long enough to grow the missing branches.
79213,B003TNANSO,A3SCNYZ43HDUHV,Hammer Master,1,1,4,1319760000,tatste good,I eat one of these on a daily basis on my way to gym after work as an on-the-go meal. These are nutritious and provide a good amount of protein and vitamins but not overly sweet like some other protein/nutrition bars. I have been eating gluten free and these are one of my favorite gluten free products.
526229,B001RN2VQU,A10SXU9REBKLRA,Paula,0,0,4,1287792000,Aloe Juice,"My memory of aloe juice is a bitter concoction that is hard to stomach.  This juice is pretty yummy and has all the benefits of aloe without the awful aloe taste.  Only 4 stars because it's a bit on the sweet side, but it calms your stomach and is refreshing."
497518,B000HDK0D2,A3U36WTUFYHIH,"mrs. dust ""libby""",0,0,5,1287705600,mom to ketotic hypoglycemic 3 year old,"My son was recently diagnosed with ketotic hypoglycemia.  It is often hard to get him to eat, and so sometimes we are in need of sugar--fast.  I am glad that I can buy organic sweet treats for my son, so that at least when he's getting his quick sugar, I can rest assured it's a little more healthy than buying regular lollipops!"
28719,B000Q86EN8,ARRLW107H4HCB,"A. V. Williams ""bookworm2222""",0,0,5,1334966400,Nice little treat,"I like marshmallow that has a squishy pillowy texture, the marshmallow in this is a bit on the firm side and doesnt contribute much to the overall flavor.  But in saying that the overall treat is not sickly sweet, as always Old Naples chocolate is a treat by itself but a nice little twist with the marshmallow for those who like a little extra.  Although I like these and recommend them I prefer the caramels.<br /><br />Shipment was fairly quick and included a cool pack to keep everything protected from the heat."
11742,B003WP05BY,A1QUIHLOSKDY7R,"Robert F. Bayer ""Bobby bag  of noodles""",1,2,5,1335139200,WIFE WENT LUNAR!,"Eat your heart out , Godiva<br /><br />Be envious , Ghiardelli,<br /><br />An old childhood fave of the better 1/2,<br /><br />MADE HER MORE KOO-KEE<br /><br />THAN ,....KO-KO POOFS<br /><br />She was delighted....if your sweet-tee is a gum conisseur',<br /><br />Grab her a COUNTER  BOX<br /><br />The box works too,<br /><br />Fires up the. "" inner kid in a candy store""<br /><br />In her!<br /><br />(remind her to share!)<br /><br />A pinch buys new friends<br /><br />All day long!<br /><br />(Use like soft, or street money)<br /><br />Worx 4 me!"
395375,B0018CJXFC,A2L2SMTTXXNE7X,G,2,2,5,1315353600,Dogs Love it!,I own two akitas and have been trying to find a high quality food that they both like and do well on.  Both of them can't wait to eat this food and their stools are perfect.  I would highly recommend this for your dog!
497213,B004E4EBMG,A9JLE9BISQFUB,"Benjamin Devey ""Author, screenwriter, songwri...",0,1,1,1326412800,Not to My taste,"I wanted to like MIO. The peach mango taste was disappointing. I tried more concentrated taste, which was only more disappointing; and less, which was faintly disappointing. Other members of my family also tried it, to see if it was just a taste thing I lack, and no one liked it enough to take a second sip. The flavor reminds me of the smell of a sweaty steam sauna."
463714,B0018QNL3I,A2QDG1AKQ64OWG,Angie in Cali,1,2,3,1316304000,Tastes wonderful - but....,"These taste wonderful - on the flavor I have no complaints at all... afterall, I love coconut and that's why I made this purchase - these were meant to be a tasty and healthful little snack for the kids and I. I do, however, want to let others know that the amount per package is really small, the pieces are also not very large (after a short time of nibbling you almost feel as though you should have just bought a package of shredded coconut from the local market and toasted it in your oven... or even had purchased a fresh coconut)... as far as ""bang for your buck"" these got a thumbs down for me. I have no problem spending more money for healthy goods for my family, I see it as a very worthy splurge - but, these left me disappointed... bag full of air and a small palm-ful of toasted coconut...  :("
298760,B000SATIEG,AQUNLPBYLYD84,equally,1,4,2,1301356800,Not green tea,"I ordered this thinking I was getting green tea. Actually it's a blend of many ""teas."" Green tea is not even listed as an ingredient. The blend is not bad, however its not what I think of as green tea."
559712,B001E8DHPW,ARAX2CMNE5VUS,"Yvonne W. ""Jammy""",0,0,5,1247875200,Delicious and great price too!,"Coconut oil is VERY healthy and delicious to use! Try it - very tasty and good for you too. It is interesting reading about the true benefits of organic, extra-virgin coconut oil."
358919,B003CIBPN8,A2YHXAZLCLDT8D,"Mark Smith ""Food lover""",5,9,1,1274918400,This is not good,"The taste is bad.. plus it is from concentrate so I dont think it has the same work out<br />recovery effects.<br />Now dont get me wrong Zito had a great idea on being able to take the drink to the gym or<br />biking, but I much prefer the new Vita Coco new screw top, they have much better flavors<br />ONE is pretty good but not as good as Vita coco and this one is about as good as those<br />cans which are terrible."
449768,B001P75CKK,A3V8NKX6TLN4YY,"Steve Body ""The Pour Fool""",0,4,2,1310947200,If You're Too Lazy To Make Your Own...,"Look, Demitri's a Seattle homie and I support anything our locals do in business but I think the hyperbole about this stuff is a little silly. Is it a bad Bloody mix? Absolutely not. It's flavorful and consistent. But I have never gotten why so many people seem to be so hell-bent on tarting up what is a very simple recipe. Demitri's, like every other commercially-made recipe, tucks in a whole laundry list of extraneous flavors - baking spices, onions, jalapenos, etc., etc., etc. - that actually detract, IMHO, from the pungent, meaty quality of a great Bloody. I've had this one and nearly every other mix out there and never had one that was anywhere near as good as we find here in Seattle at Temple Billiards. Finally, it hit me one day that I've been a chef my whole adult life and there was nothing stopping me from making my own. There's nothing stopping YOU either. It's fun and interesting and you can get EXACTLY what you like. I'm not saying don't buy Demitri's. If you're not creative (or just really lazy), it's fine alternative. But A) I don't like BROWN Bloody Mary's (that should be called a Dried-Bloody Mary) and B) it's just better because it's fresher. Duh. If you enjoy Demitri's, good on ya. But don't lose sight of the fact that you can make better (or just as good) right at home, for a lot less $$$."
383546,B00451WLYI,A3W43ZV9NIVHCE,Orgainc mama-san,2,3,3,1293235200,Not as good.,This is a good buy but did notice it didn't taste as good as the smaller count box decaf. These tasted like they were overly roasted. I will not buy the 50 ct anymore.
514320,B000WNZD0W,AB094YABX21WQ,J. Gregg,8,8,5,1312934400,Almond Extract,this stuff smells and taste great seems to have a little stronger smell then the kind I buy in the store.the only problem is pouring it from the bottle it tends to spill. so what I do is refill a empty store bought bottle of Extract other then that this is good stuff I will be buying again shipped and rec on time.<br /><br />WARNING keep it away from open flames this stuff contains 90% ALCOHOL
364003,B000G6RYOI,A11ED8O95W2103,"lighten_up_already2 ""lighten_up_already2""",0,0,5,1259798400,"Baked, and not faked!","Well, baked potato chips have finally gone mainstream after years of being some obscure brand in the store that you bring home and just try to eat while they crumble in your hand and taste bland while they're doing it.<br /><br />Now some of the big national snack companies have ""baked"" chips, but why are they shaped like hexagons?  Some of those baked chips from national manufacturers look like the result of some mad scientist experiment.<br /><br />Not these!  These look like somebody sliced up potato and baked it in such a way that they still hold their structural integrity when the process is complete.  They're crispy just like traditional potato chips and the seasoning is balanced just right.  Once I get through this box I'm looking forward to trying other flavors."
332123,B0015MIGGW,A3AHDR4F2J7YXX,"YogaKat ""YogaKat""",0,0,5,1284336000,"Yummmm, I love these goodies","I try not to each a lot of processed food, but occasionally I indulge. These are the very best cheese crunchies and gluten free too! I have found these at New Seasons in Portland Oregon every once in a while, but wish they were more readily available. Very good!!!!"
119646,B004770O08,A34DDHXIY8JNZO,"George J. Manning Jr. ""GManning35""",0,0,5,1345680000,Great tasting easy to use coffee,I've heard others who don't like Keurig coffee but I really find it to be some of my favorite and with these cups quite easy to make and quick too. All the flavors are subjective and for me I haven't found any I don't like. I'm the type of coffee drinker who likes coffee shop coffee and not really fond of Star B. if that helps. So if your taste is similar you should like this too.
69886,B000KOWJQE,A22M541ALFE0MP,Carola Norton,0,0,5,1294963200,Thank Goodness Amazon sells Equal Spoonful,"When Equal Spoonful disappeared from all the supermarkets in my town, I got desperate.  I use it to make a wonderful low-calorie hot chocolate mix.  I didn't want to have to open 3 dozen packets of Equal.  I tried Splenda, but it is full of fiber and bothers my digestive system.  So I was very happy to find Equal Spoonful at Amazon.  There is no product as good as this for bulk uses of sweetener.  I hope the manufacturer doesn't take it off the market."
12752,B0005Z7ROW,A2AOZQ3WTNVVOK,"Lonnie E. Holder ""The Review's the Thing""",3,3,5,1114041600,Crunchy Cookie with a Hint of Chocolate and Orange,"Pepperidge Farm is one of the few national companies that mass markets distinctive cookies.  One of those cookies is the marvelous Orange Milano cookie.  When you bite into this crunchy cookie you get a hint of chocolate as you reach the center, and as you chew the orange flavor spreads throughout your mouth.  Yet, none of the flavors is overwhelming.  The problem with Orange Milano cookies is that it is hard to stop after eating only one.<br /><br />These cookies are relatively expensive compared to other brands.  However, one of the hallmarks of Pepperidge Farm from the beginning of the company in the 1930s is quality.  For an alternative to the sweeter cookies typically available in the cookie isle, try Pepperidge Farm's cookies.  If you are looking for a good cookie to try first, this one is a winner."
258013,B00125ZCWI,A26MYHIC8C1FE5,"Miz Bee ""Bee""",3,3,5,1341014400,"Great stuff, highly recommended","I just love this supplement. It gives me tons and tons of energy, my stool is nice and soft (not too soft). I take it every day and I think it does the job perfectly. I used to not have enough energy in the morning, even after drinking coffee. But since I've been taking Natural Calm in the morning and in the afternoon I am full of energy. Even after I have lunch, I don't crush like before. I keep on going and working without problems of being tired. I just love it!!!"
371687,B000Q71L50,A2WID1W6MPVYAH,speckal,0,0,5,1309824000,great!,These have a very mild peanut butter flavor. I was expecting it to be much more overpowering but it is perfectly balanced!
499043,B000HTKCVQ,AFHOXW88JYFE8,S. J. Canny,1,1,5,1263168000,Excellent!,"My cousin brought this over from Germany as a gift for us and IT WAS AWESOME!  There was something about it, it was moist and so tasty, we couldn't stop eating it.  I've been searching for it and finally found it after typing in 'red tin'.  I'm very excited to have this stollen again.  Highly recommended."
40050,B000PVV7X8,A3F2X64MN8DMWM,Geraldine Daly,0,0,5,1325030400,We love Udi,This granola is wonderful and the price is a good value.  Love it!! Crunchy and full of good things. Hard to believe it's good for you too.
492168,B000KSRTM4,APGQCBO10LZTH,LZ,0,0,4,1297900800,Not bad,"I was expecting this coffee to have a bit more flavor.  I usually drink starbucks and I do like to try different beans, but I don't think I'll get this one again.  It wasn't bad, but still I felt it was missing flavor for a dark roast."
339780,B0049RDI0Y,A2HN943685953U,Zoya Raysberg,49,55,5,1300579200,"Delicious, Fresh...perfect!","I just tried a can of this C2O coconut water for the first time today and LOVE the flavor!  I bought it at the local chain natural market, despite being hesitant because other brands of coconut water have tasted weird and not much like the water from a fresh coconut at all.  Well, I liked it so much that I wanted to see if I could find it online.  I found it here, but it's too pricey.  At the market, I paid $1.79 + 10 cents CRV, so $1.89 for one can.  So I was sure I'd find it for a better deal here...not the case.  The sale price is $29 for a case of 12.  That's $2.42 per can.  Disappointing...Amazon is almost always the best deal or at least super close.  If Amazon can do better than $1.89 per can, I will definitely order because this C2O coconut water is awesome!!!"
408957,B001EO7DK6,A1ZSF5CJ0A4CIO,Fancy Trimmins,10,10,1,1264636800,So stale they actually bend,"Purchased four types of nuts from Bergin simultaneously to make large batch of trail mix for several of my brothers who frequently hike/mountain bike  with a group. I do the easy work by making their trail mix; they do the hard work - the hiking and biking!<br /><br />First time purchase of these Bergin cashews, filberts (hazelnuts) and pecans; second attempt at their almonds. (First purchase of Bergin almonds was horrible; stale, sticky, gummy & chewy even though the 'flavor' seemed ok. They were just terrible. But that was months ago so I thought I'd give it another try).<br /><br />So far, the filberts, almonds (this time around) and the pecans are terrifically yummy. It is the cashews this time that are useless. Waste of money. All packages were sealed by folded over cellophane bags (like those cheap, holiday treat bags) and closed with an adhesive label listing nutritional values. Could not determine reason for stale cashews, but then again, I couldn't determine reason for stale almonds months ago either.<br /><br />So, some good; some not so good. Unsure if I'd purchase from this company again, even if on sale. Guess it is the luck of the draw."
308592,B000G7YO2M,A3OYDTY31N2AS3,Happy Retiree,1,2,4,1196985600,Biscotti and Breakfast  Coffee,A Nonni's biscotti is a wonderful treat with a good cup of coffee.  They help me start my day on a bright note.  The Nonni's that come in an eight pack are just the right size.  Often the ones that come packaged in the gallon jars are too big to suit my taste.
545883,B005TRIV1Y,A17SJB6QNAWJOJ,Carole Harris,0,0,5,1338508800,GREAT INCENTIVE TO GET DOGS EATING DRY FOOD!,"As you have probably read, these treats are not like most others.  You cannot overindulge your pup with them because of their richness.  They are very light, but need to be given SPARINGLY.  I use tiny pieces of these as special treats for my ""Charly,"" who adores them. Want to know a trick?  For those of you trying to get your dogs to eat more dry than wet food, take a few of the liver treats and literally crush the suckers into a powder.  It takes a while to do it in your hands, but you can always use anything in the kitchen to help.  Anyhoo....sprinkle just the bit over the dry dog food and VOILA!  I bet your dog will eat up the bowl.  Again, most dogs ADORE these Stewart's liver treats, so the smallest amount sprinkled will do the trick.<br /><br />My friend is a dog/cat rescuer and turned me onto Stewart's - not only because they are really good, but also because they are made in the U.S.A.  That means a lot when it comes to our pet products.<br /><br />My treats came very fast, too!!!  It's much more economical to get the larger tub and it will last a long, long time.  Or consider sharing wwith another dog lover!"
249131,B004TPKAN4,A17GTGSS2E5QN0,Barbara Bell,0,0,5,1322524800,More tasty snacks form Newman's Own,"If you like ginger, you are going to love these cookies.  They are made with real candied ginger and - true to Newman's Own mantra - they are made with more than 70% organic ingredients.  There are no hydrogenated fats, no fake colors or flavors, and they are totally vegan (no dairy/no eggs were used in this production of these cookies).<br /><br />Really scrummy cookies for the ginger fan.  Pick up a bag to pack in someone's lunch, take on the airplane for a snack, or just to have with a glass of milk."
264944,B005CIMZAS,A3FKSKL5YTLTFP,"sanbornwm4 ""sanbornwm4""",2,2,5,1278892800,Surprisingly Delicious,"At $5.99 for 6 packets, its a tad expensive, however well-worth the cost. Iced coffee that's much cheaper than stopping at the drive-thru on the way to work is fine by me. I usually don't drink iced coffee black, but this is just sweet enough that I don't even notice there's no milk! Hopefully instant coffee catches on in America so that prices can come down, but for even for now, it's worth the price!"
152014,B00141R0IO,A1GYCLXKB0Q26G,PennyK,1,1,5,1265414400,My dog loves these,"My dog has food allergies so it's hard to find snacks for her since she can't have biscuits or meaty treats. She loves these!! The are dried so they can be a little tough to chew so they might not be great for older dogs, but my yellow lab loves them (she's about 4 years old). These treats are highly recommended. She eats one almost every day as her night time snack."
69057,B0018KR8V0,A1VZU3P8HPJ3XN,bayleaf839,0,0,5,1331942400,Yum!,"I have tried several flavors of Larabar and I like them all well enough, but the Ginger Snap is my absolute favorite. It is delicious and satisfying. Larabars are sweet, but a lot of bars taste too sweet to me. Larabars are less sweet than some so someone who wants a really sweet snack might prefer something different, but I believe anyone who likes the taste of ginger would enjoy this bar. It tastes like ginger spice cake. I love it."
84692,B0038A1ME2,A2JXV81R2SMJ7U,Kanashiitaka,0,0,5,1351036800,A little bit of Paradise,"The company gets a 5 star for rapid fast shipping and great customer service! The product gets a 5 star for the flavor. I can get addicted to this brand of Soan Papdi! If you are ""new"" to Indian Sweets and like the inside of a Butterfinger Candy bar, than you will love this. Not too sweet, and yet crispity, crunchity, delicately sweet with complex flavors of heaven!<br />I will for sure be ordering this regularly.<br />Warmly,<br />Jackie"
20413,B001BDDTB2,A19XBW5WUDH1Z,David Nox,6,7,4,1227657600,Very Good Cat Food but...,"My Cat Loved it so I did give it 4 stars for quality and taste.<br />My one problem with it, and the reason I didn't give it 5 stars, is that Petite Cuisine is made in Thailand. I didn't notice the label when I got this at first.<br />I'm going on a green kick lately and it seems to be a shame that<br />you can make this product in another country, ship it here and the company can save money with all that overhead. I wish it was made in the U.S.A.<br />Part of going green is buying locally."
391700,B000GFYRJE,A3CIULPSP8C41U,Dennis  Crabtree,0,0,5,1336953600,Love Ooolong Tea!,"I fell in love with Oolong tea more than forty years ago; a little over thirty years ago, I moved to a small town where there are no tea shops, and no supermarkets here carry Oolong, so I've gotten along with just a cup here and there when I've traveled to places where it was available in restaurants.  It never occurred to me that Amazon.com might be able to supply me with it until a friend suggested I check with them.<br /><br />It was one of the best moves I've ever made.  I finally have an endless supply of top-grade Oolong tea; it looks like I'm going to be an Amazon.com customer for life."
344474,B0026KNQSA,AFLPWZ266H0A4,"James J. Pyke ""Pajkossy""",0,0,5,1300924800,If you like black pepper and you like potato chips...,"Pretty much can't go wrong with these. Very peppery. Good potato flavor. Cruchy, but not mouth-injuringly so (you know how some brands of chips can be). Plus if you are extremely fastidious, you will undoubtedly enjoy the uniformity of size and shape that these chips have.<br /><br />Like Pr*ngl*s they are made from potato starch rather than actual sliced potatoes, but unlike those and other similar brands, they do not leave me feeling like I ate spoonfuls of vegetable shortening after consuming half a bag.<br /><br />The only other flavor of Popchips that I like are the plain original flavor. The other ones have poorly constructed flavor profiles in my considered opinion. Sometimes if you want to go lowfat, you really need to go simple with the seasoning, and it doesn't get much simpler than salt and pepper."
564339,B001BM9ZJ8,A95CDIPSZMBM5,Elle Shopper,1,1,5,1319846400,"Excellent buy for very tasty, healthy pasta!","I was very happy with this 10 lb box of spinach fettuccini!  In my opinion, however, it's more like the size of linguini, not fettucini, but it's very tasty. The packaging was just fine.  The interior bag is very thin, but it was tightly boxed, and I'd already anticipated having to put it in something else to store it in my cabinet.<br /><br />It cooks quickly, and has a nice, light taste - can't say I really taste spinach, but glad to know it's in there for the nutritional value.  I cook a big batch and use leftovers for several days.  You can pop leftovers in the microwave for a minute, or run hot water over them if you prefer, and you've got another great meal in a flash. It doesn't seem to get at sticky/pasty as some of the 'regular' pastas you get at in the grocery store.<br /><br />This was a good bargain.  This pasta costs about $3.00 for an 8 oz box from my local grocery 'green' section.  Glad to find it here for half that price."
357899,B001GCTTRQ,A3LX57I5OKG70V,Rachel W,2,3,3,1336694400,Interesting taste,"I read about the benefits of Pau D'Arco tea and decided to give it a try. It's hard to find this tea in the market. The Whole Foods near my house doesn't have it either.<br /><br />The taste of this herbal tea is interesting: it's got a hint of sweetness with a very slight medicinal bitterness. Feels quite dry and alkaline to me. Color is light brown. Not particularly delightful or tasty, neither does it have a strong, captivating aroma like the Japanese roasted green tea - it's just weird beyond description. Reminds me of dried summer leaves. Not unpleasant though; I am still glad that I tried it!"
17471,B0045Z6K50,AFXPCCKBPIJ1D,anthony bruno,0,5,1,1334275200,Incorrectly Advertised,The 80 count pack is incorrectly advertised as costing .01 per count...That would make the package cost 80 cents...not close to 50 dollars
44112,B000EY5COQ,A34NPLXWT9MCK1,jmh,0,0,5,1347494400,Good Deal,We have a 2 year old who loves his goat milk. Was getting way too expensive buying fresh from the store so this has been a big help. He is picky so the fact that he loves it is impressive to me.
533479,B000CQBZV0,A1AEQZM99LO9VA,Debra Koch,0,0,3,1298505600,Better than Bigelow's Earl Gray Green,"I was disappointed as I could not taste the bergamot like I can in Twinings Earl Grey. It was much better than Bigelow's Earl Grey Green and there was no bitter aftertaste. Maybe I expected it be more like the original Earl Grey. I was hoping that I'd like it as I would get the green tea benefits with the black tea taste, but the flavor still fell flat for me as it did not have the delicacy of Twinings. I think I'll stick to Salada green tea and keep my black tea Earl Grey. Salada doesn't have that hay like taste or the bitter aftertaste that some green teas have and it's inexpensive. Also, Celestial Seasonings has a Mandarin Orchard green tea that's really good."
522964,B001E5E08I,A277UQBPNJVLLT,Caroline,0,0,5,1317254400,Organic...Healthy...Delicious,"Extremely delicious with strawberries.  Eat a bowl every morning, sometimes add a banana..Love bananas and strawberries together.  Good value on Amazon compared to organic stores.  Very happy!!!"
273626,B000V1HG6E,A1FDZLHWVR70VK,"LMK-A ""bargain sleuth, freebie freak""",0,0,5,1242950400,Best Salt & Vinegar that I've ever tasted!,"These are amazing! They're intensely craveable! I just adore them. Give them a try using Subscribe & Save, and save money while treating your mouth to these great chips. That way, you can have them sent again whenever you want, and never pay shipping, and still enjoy the 15% discount! This is the ultimate in convenient scrumptiousness!"
302837,B000GW0UGG,AEIA1BRM7J4Z0,Justin,0,0,3,1318118400,"Good, But Tastes Very Artificial","Having never had the X-Links before, I bought them based off some customer reviews I read here. Maybe I should have read more, but these are most comparable to a Slim Jim. While they are much better, they still fall into the same category, and I was looking for something a little more ""real"" tasting. These have a much better taste than Slim Jim does, although there is still a substantial ""artificial"" taste. Highly recommended as a Slim Jim upgrade, but don't buy these if you're looking for a more natural tasting product."
53247,B001ESJ5J4,A35A5S6H1WROO6,"Wood Wren ""Wren""",9,9,5,1266451200,Yummers...and a good buy.,"Actually, for what you are getting here (a little shot of heaven), this is not really a bad price.  I am quite familiar with this brand of pistachio and I have not found a better quality nut anywhere.  In the five pound bags I have bought in the past, I have found on the average only three nuts per bag (yes, I actually counted them...I have an obsessive/compulsive personality) that were scrawny and tasting bad.  The rest have been nice fresh and plump.<br /><br />These are salted but fortunately they have not been soaked in that horrid red dye that gets all over the place much as those cheese snacks do.  As a matter of fact, the only place I have had better pistachios has been when I visit Greece or Turkey.<br /><br />I have a passion for these things that boarders on an addiction.  These are the real thing and they certainly do it for me.  I highly recommend this company and their product."
298785,B000LKYX48,A2PL7KRM243XAT,J. Gunes,1,1,5,1227312000,Best cereal to buy,With this cereal you don't have to worry about sugar in it. I have mine with unsweetened soy and it tastes great. Also has lots of protein for those of us who work out. Makes you feel full.
242330,B001NIZUA8,A2GB68P2V2F2VY,N. Dronoff-Guthrie,5,5,5,1298851200,Great high-value training treat,"Use this instead of string cheese as it is a high-value treat, but does not get your fingers or pocket goooey (like regular cheese). Like the fact that there are no ""extra"" (read fake) ingredients. Some of the larger chunks are hard to break up, but generally can break each piece into 2 or 3 smaller pieces. Pieces are about 1"" long and 1/2"" wide. Also good for situations where you are throwing the treat into the grass (i.e. when training agility weaves) as the bright yellow color makes it easy for the dog to see."
471116,B001P4ITDA,A1JWO6YVALFXBZ,rideabiketoday,0,0,5,1314835200,Good and Cheap,Lots of treats and for the price they cant be beat !!!<br /><br /> I have always liked these because they dont make your hand smell bad after handling them.
406230,B000MAM146,A2PK2IEH1H93NN,Kei-chan,0,0,5,1330214400,THE best kettle corn!,"I am bit of a popcorn junkie and this is, hands down, the best kettle corn (health or otherwise) I have tasted.  It's the perfect blend of sweet and salty and there are no packaging gimmicks here (while the pop-up bowl is a nice idea, in execution it's rather messy).  This popcorn is not greasy at all and still jam-packed with flavor.  Try this for a great, satisfying snack that will satisfy both your cravings for salty snacks and your sweet tooth in one perfect package!  It has never let me down."
129789,B000WMRNA6,AAA0TUKS5VBSA,Nerd Alert,1,1,3,1331164800,In Season?,"While it seems strange to consider candy ""in season,"" that is how holiday candy generally is.  I purchased this Autumn Mix well after Halloween, and the result was stale.  That worked, because I was melting them down for a recipe.  However, they were not very good on their own.  As is, I would rate them 3 stars.<br /><br />However, when I buy this mix locally in Fall, it is creamy and has a nice taste of honey.  It is a great product and I would rate it 4 stars, because as great as it is, it is not quite what it used to be and tastes more artificial.<br /><br />Given that I can fairly only rate what I was sent, I will rate these 3 stars, but if purchased in season, they make both a nice Fall treat and a nostalgic decoration.  If they are sold where you live, which is likely in the Fall, I suggest shopping around.  They tend to be much more expensive online."
301840,B000LR7QRM,A1OL7EP0ELWZXS,"Ian Park ""ITP""",4,5,4,1235433600,Salmon Roe Caviar,"Few months ago, I bout salmon roe caviar in three different variety ( American salmon caviar, Canadian salmon caviar, and Russian salmon caviar) for try from GourmetFoodStore . They are delivered via express mail in cold pack. The products are all fresh and good condition. They are all taste as it should be, how ever the American product was better than Canadian product in my taste buds but the Russian product were even better for my taste buds.<br />In view of these, I recommend all of the product equally, but Russian is my choice for my taste buds. Ian Hammie."
93716,B001NZPFB0,A36D0M5S767MTP,C. Jackson,0,0,5,1315785600,This Food is Absolutely Fantastic,"My overweight little girl not only got down to a healthy size; but was cured of her lameness thanks to this food. Several years ago, she began walking on three legs.  The leg pulled to her body didn't seem to cause her any acute pain--she just didn't want to use it.  Vets and specialists armed with x-rays and other tests conferred and couldn't decide what was wrong with her.  A $7000 surgery was suggested; but I tried this food fist (coupled with Happy Hips chicken jerky treats).  After SIX months of being lame, within three weeks she was walking on all four legs and never had the problem again.  She has a shiny coat, bright eyes and lots of energy (she's nine years old).<br /><br />I would be a wreck if this ever went off the market.<br /><br />Also of note, this food seems super-healthy: no by-products, no fillers, no yucky things.  It seems as whole and healthy as you can get whilst using a manufactured dry food.  And even better, it has all her favorite table foods to eat--blueberries, chicken, sweet potatoes, apples, carrots, etc.<br /><br />There's a serving suggestion on the back of the package.  My dog is about 10 pounds and I feed her 1/2 cup of food a day.  (1/4 cup in the a.m. and 1/4 cup in the p.m.).  When she's super active (or seems terribly hungry), I give her more.  Also remember I supplement her diet with Happy Hips chicken jerky treats and the occasional raw fruit or vegetable when I'm cooking.  In short, a 4-pound bag lasts her three weeks to a month (if you're wondering how much to order on the subscription plan).<br /><br />Let me know if you have questions."
42317,B000V1D19A,A221I9R7I92ORO,IRG,2,9,2,1217721600,Disappointing..,"Taste was disappointing and unappealing. Perhaps having enjoyed so many authentic and freshly prepared meals (we cook a lot of Indian dishes and use fresh spices) both at home and in restaurants, I had higher expectations than other reviewers. Would definitely NOT recommend.<br /><br />The paste was hard to mix (so that the chicken was coated evenly) and the ""Sauce"" consistency was runny. (And I used even less water than suggested.)<br /><br />You'd be better off with one of the many sauces in a jar (if you can stand all the salt), if you can't make fresh.<br /><br />It's too easy to just create your own sauce from scratch. Better flavor, which is the bottom line."
291431,B002WDCEHA,A2TP04NYIDD3OP,Khaled A,0,2,4,1325203200,Good Product,Really there is something special with this coffee ..<br />What intrigued me is to raise prices of coffee in the Amazon?
